observed_on,latitude,longitude,common_name,,,,,,,,,,,,,,
10/11/2022,43.93557369,-110.4734477,North American River Otter,,,,{position: {,lat:,43.93557369,",lng:",-110.4734477,"},","species:""",North American River Otter,""", date:""",10/11/2022,"""},"
6/4/2025,44.57991448,-110.9533578,North American River Otter,,,,{position: {,lat:,44.57991448,",lng:",-110.9533578,"},","species:""",North American River Otter,""", date:""",6/4/2025,"""},"
7/8/2025,41.42907362,-109.516726,North American River Otter,,,,{position: {,lat:,41.42907362,",lng:",-109.516726,"},","species:""",North American River Otter,""", date:""",7/8/2025,"""},"
7/2/2025,43.85687135,-110.4970355,North American River Otter,,,,{position: {,lat:,43.85687135,",lng:",-110.4970355,"},","species:""",North American River Otter,""", date:""",7/2/2025,"""},"
7/16/2025,43.51234039,-110.3153545,North American River Otter,,,,{position: {,lat:,43.51234039,",lng:",-110.3153545,"},","species:""",North American River Otter,""", date:""",7/16/2025,"""},"
9/3/2025,44.6348398,-110.4179646,North American River Otter,,,,{position: {,lat:,44.6348398,",lng:",-110.4179646,"},","species:""",North American River Otter,""", date:""",9/3/2025,"""},"
9/14/2025,43.93890685,-110.5122322,North American River Otter,,,,{position: {,lat:,43.93890685,",lng:",-110.5122322,"},","species:""",North American River Otter,""", date:""",9/14/2025,"""},"
9/17/2025,44.84112367,-109.7910528,North American River Otter,,,,{position: {,lat:,44.84112367,",lng:",-109.7910528,"},","species:""",North American River Otter,""", date:""",9/17/2025,"""},"
9/30/2025,43.86550527,-110.4713318,North American River Otter,,,,{position: {,lat:,43.86550527,",lng:",-110.4713318,"},","species:""",North American River Otter,""", date:""",9/30/2025,"""},"
9/18/2025,43.95067408,-110.4241083,North American River Otter,,,,{position: {,lat:,43.95067408,",lng:",-110.4241083,"},","species:""",North American River Otter,""", date:""",9/18/2025,"""},"
10/1/2025,44.54006752,-110.9215657,North American River Otter,,,,{position: {,lat:,44.54006752,",lng:",-110.9215657,"},","species:""",North American River Otter,""", date:""",10/1/2025,"""},"
